응대ID,고객ID,제품ID,응대일시,응대채널,응대자,문의유형,상태,응대시간(분),만족도,처리완료일시,비고
SVC004832,CUST00190,PROD0048,2024-02-17 07:26:00,라이브채팅,상담원11,기술 지원,진행중,44,매우만족,2024-05-09 21:12:00,
SVC004833,CUST00388,PROD0037,2024-03-20 05:33:00,이메일,상담원1,기술 지원,해결완료,106,만족,,영구차단 고객
SVC004834,CUST00429,PROD0020,2024-01-18 07:55:00,전화,상담원14,제품 문의,해결완료,41,만족,2024-04-05 06:17:00,
SVC004835,CUST00858,PROD0025,2024-01-24 19:03:00,라이브채팅,상담원1,기술 지원,해결완료,95,불만족,2024-04-17 10:34:00,영구차단 고객
SVC004836,CUST00284,PROD0012,2024-05-26 20:50:00,카톡,상담원6,서비스 문의,해결완료,73,매우만족,2024-03-30 06:39:00,
SVC004837,CUST00864,PROD0021,2024-02-15 09:35:00,이메일,상담원6,제품 문의,대기중,21,매우만족,2024-05-17 11:40:00,고객 피드백 있음
SVC004838,CUST00237,PROD0025,2024-04-30 13:57:00,SNS,상담원3,반품/교환,미해결,66,보통,,
SVC004839,CUST00194,PROD0011,2024-02-12 07:01:00,이메일,상담원10,제품 문의,해결완료,106,만족,,
SVC004840,CUST00287,PROD0009,2024-02-20 19:45:00,전화,상담원12,반품/교환,해결완료,113,만족,2024-03-24 10:56:00,
SVC004841,CUST00771,PROD0050,2024-01-20 02:49:00,이메일,상담원10,제품 불량,해결완료,45,불만족,2024-06-07 01:51:00,
SVC004842,CUST00758,PROD0025,2024-01-26 08:52:00,SNS,상담원2,결제 오류,해결완료,80,매우불만족,2024-03-18 22:56:00,재문의 필요
SVC004843,CUST00136,PROD0035,2024-02-15 17:07:00,카톡,상담원13,기술 지원,진행중,46,매우불만족,2024-01-20 05:35:00,재문의 필요
SVC004844,CUST00792,PROD0032,2024-04-28 17:48:00,SNS,상담원16,가격 정보 문의,대기중,35,매우만족,2024-03-25 11:51:00,재문의 필요
SVC004845,CUST00783,PROD0049,2024-04-04 23:11:00,이메일,상담원13,가격 정보 문의,대기중,37,매우불만족,2024-01-29 12:29:00,재문의 필요
SVC004846,CUST00171,PROD0014,2024-02-09 17:59:00,SNS,상담원4,결제 오류,진행중,47,보통,2024-06-07 05:13:00,고객 피드백 있음
SVC004847,CUST00159,PROD0001,2024-02-17 07:50:00,이메일,상담원4,계정 문제,해결완료,97,매우만족,2024-01-25 18:14:00,
SVC004848,CUST00201,PROD0017,2024-01-03 10:54:00,카톡,상담원11,서비스 문의,미해결,106,보통,2024-05-26 02:35:00,
SVC004849,CUST00487,PROD0025,2024-02-13 08:32:00,카톡,상담원14,기술 지원,대기중,71,매우만족,2024-01-11 23:03:00,
SVC004850,CUST00557,PROD0008,2024-01-06 16:32:00,전화,상담원3,기술 지원,해결완료,42,보통,2024-05-16 02:52:00,
SVC004851,CUST00962,PROD0005,2024-01-15 12:08:00,카톡,상담원19,결제 오류,해결완료,45,보통,,긴급 처리
SVC004852,CUST00776,PROD0005,2024-02-12 01:30:00,라이브채팅,상담원1,반품/교환,대기중,67,보통,2024-03-07 04:45:00,
SVC004853,CUST00583,PROD0041,2024-02-09 04:15:00,SNS,상담원5,서비스 문의,해결완료,44,매우만족,2024-02-14 09:58:00,
SVC004854,CUST00504,PROD0035,2024-06-04 11:36:00,SNS,상담원17,배송 지연,진행중,34,보통,,
SVC004855,CUST00876,PROD0019,2024-03-12 14:15:00,이메일,상담원1,가격 정보 문의,해결완료,51,매우만족,2024-04-04 18:29:00,고객 피드백 있음
SVC004856,CUST00371,PROD0023,2024-04-26 05:45:00,카톡,상담원19,배송 지연,대기중,26,매우불만족,2024-03-02 01:53:00,영구차단 고객
SVC004857,CUST00103,PROD0009,2024-01-29 22:15:00,전화,상담원19,제품 문의,진행중,106,보통,2024-01-27 05:04:00,재문의 필요
SVC004858,CUST00125,PROD0030,2024-02-11 20:38:00,전화,상담원4,반품/교환,진행중,100,매우만족,2024-02-09 15:57:00,
SVC004859,CUST00313,PROD0050,2024-01-11 02:24:00,전화,상담원19,계정 문제,대기중,59,매우만족,,
SVC004860,CUST00976,PROD0016,2024-02-04 00:18:00,라이브채팅,상담원6,배송 지연,미해결,47,보통,,
SVC004861,CUST00995,PROD0033,2024-04-27 16:51:00,카톡,상담원15,가격 정보 문의,대기중,65,만족,,
SVC004862,CUST00798,PROD0002,2024-05-05 21:48:00,전화,상담원4,가격 정보 문의,해결완료,78,보통,2024-01-23 06:15:00,영구차단 고객
SVC004863,CUST00458,PROD0014,2024-04-11 17:34:00,라이브채팅,상담원1,가격 정보 문의,해결완료,36,매우만족,,
SVC004864,CUST00230,PROD0046,2024-04-13 16:29:00,SNS,상담원17,제품 불량,해결완료,111,보통,2024-04-01 11:12:00,영구차단 고객
SVC004865,CUST00658,PROD0001,2024-06-14 16:22:00,이메일,상담원11,기술 지원,해결완료,8,매우만족,2024-01-17 10:14:00,재문의 필요
SVC004866,CUST00882,PROD0026,2024-06-04 18:45:00,카톡,상담원17,배송 지연,미해결,97,만족,,
SVC004867,CUST00197,PROD0025,2024-04-13 08:33:00,카톡,상담원1,제품 문의,대기중,49,매우불만족,,긴급 처리
SVC004868,CUST00885,PROD0016,2024-04-14 05:32:00,SNS,상담원9,배송 지연,해결완료,76,보통,2024-01-03 14:28:00,영구차단 고객
SVC004869,CUST00733,PROD0015,2024-05-07 04:51:00,카톡,상담원14,제품 문의,해결완료,24,매우만족,2024-06-20 22:06:00,긴급 처리
SVC004870,CUST00423,PROD0026,2024-01-10 06:04:00,카톡,상담원15,가격 정보 문의,해결완료,115,매우불만족,2024-06-06 23:26:00,
SVC004871,CUST00572,PROD0047,2024-06-02 11:53:00,카톡,상담원1,서비스 문의,해결완료,75,매우만족,2024-05-20 09:42:00,재문의 필요
SVC004872,CUST00610,PROD0044,2024-03-17 03:38:00,카톡,상담원2,제품 문의,해결완료,69,보통,2024-03-22 14:26:00,
SVC004873,CUST00171,PROD0016,2024-04-15 12:24:00,라이브채팅,상담원18,반품/교환,진행중,64,만족,2024-04-20 07:47:00,고객 피드백 있음
SVC004874,CUST00382,PROD0014,2024-03-17 11:01:00,라이브채팅,상담원18,기술 지원,진행중,93,매우만족,2024-03-24 09:07:00,영구차단 고객
SVC004875,CUST00173,PROD0029,2024-03-21 15:12:00,이메일,상담원6,기술 지원,대기중,30,매우만족,2024-02-17 19:37:00,고객 피드백 있음
SVC004876,CUST00663,PROD0024,2024-01-05 06:27:00,카톡,상담원20,제품 불량,해결완료,77,매우만족,,재문의 필요
SVC004877,CUST00453,PROD0047,2024-06-12 04:28:00,SNS,상담원8,프로모션 문의,해결완료,27,불만족,2024-06-06 19:17:00,재문의 필요
SVC004878,CUST00350,PROD0015,2024-05-31 23:08:00,전화,상담원1,배송 지연,대기중,44,불만족,2024-01-15 13:19:00,재문의 필요
SVC004879,CUST00902,PROD0019,2024-06-15 09:25:00,이메일,상담원15,결제 오류,해결완료,6,만족,2024-06-07 23:51:00,영구차단 고객
SVC004880,CUST00952,PROD0008,2024-03-03 04:01:00,전화,상담원10,제품 불량,해결완료,30,매우만족,,영구차단 고객
SVC004881,CUST00634,PROD0034,2024-02-28 14:16:00,전화,상담원4,결제 오류,해결완료,82,불만족,2024-01-27 22:47:00,
SVC004882,CUST00494,PROD0002,2024-05-04 12:29:00,카톡,상담원10,프로모션 문의,대기중,66,만족,2024-06-13 12:44:00,재문의 필요
SVC004883,CUST00620,PROD0027,2024-04-29 11:56:00,SNS,상담원11,기술 지원,대기중,48,만족,2024-01-05 01:57:00,
SVC004884,CUST00004,PROD0010,2024-02-22 14:08:00,전화,상담원5,반품/교환,대기중,35,만족,2024-06-28 23:33:00,긴급 처리
SVC004885,CUST00093,PROD0035,2024-04-16 01:15:00,전화,상담원9,가격 정보 문의,해결완료,30,만족,2024-02-10 21:16:00,
SVC004886,CUST00919,PROD0023,2024-02-07 20:59:00,이메일,상담원5,가격 정보 문의,대기중,117,만족,,
SVC004887,CUST00006,PROD0049,2024-01-26 09:23:00,SNS,상담원11,제품 문의,진행중,87,보통,2024-04-13 17:09:00,
SVC004888,CUST00288,PROD0008,2024-01-14 11:29:00,SNS,상담원3,제품 불량,해결완료,106,만족,2024-05-08 04:09:00,
SVC004889,CUST00618,PROD0028,2024-04-08 20:55:00,전화,상담원4,프로모션 문의,미해결,9,불만족,2024-06-11 15:22:00,긴급 처리
SVC004890,CUST00146,PROD0023,2024-04-20 02:38:00,SNS,상담원10,반품/교환,진행중,74,만족,2024-04-12 05:41:00,재문의 필요
SVC004891,CUST00783,PROD0004,2024-03-16 11:52:00,이메일,상담원7,가격 정보 문의,미해결,39,만족,2024-06-07 18:49:00,고객 피드백 있음
SVC004892,CUST00424,PROD0014,2024-05-11 17:30:00,이메일,상담원1,제품 문의,대기중,20,매우만족,2024-02-07 00:33:00,
SVC004893,CUST00890,PROD0042,2024-01-11 15:04:00,이메일,상담원6,배송 지연,해결완료,35,보통,,재문의 필요
SVC004894,CUST00608,PROD0029,2024-03-31 10:12:00,카톡,상담원8,기술 지원,진행중,86,매우만족,,영구차단 고객
SVC004895,CUST00457,PROD0001,2024-03-20 16:10:00,전화,상담원17,배송 지연,해결완료,18,매우만족,2024-01-23 23:00:00,
SVC004896,CUST00741,PROD0004,2024-01-03 03:09:00,SNS,상담원7,기술 지원,대기중,29,불만족,,
SVC004897,CUST00202,PROD0032,2024-05-23 08:03:00,이메일,상담원1,배송 지연,진행중,83,매우만족,2024-02-05 21:51:00,긴급 처리
SVC004898,CUST00212,PROD0033,2024-01-07 16:13:00,전화,상담원9,제품 문의,대기중,94,보통,2024-06-11 11:31:00,영구차단 고객
SVC004899,CUST00006,PROD0049,2024-06-10 16:23:00,전화,상담원11,반품/교환,해결완료,104,매우불만족,,고객 피드백 있음
SVC004900,CUST00624,PROD0026,2024-01-07 14:25:00,카톡,상담원19,제품 불량,진행중,79,만족,,영구차단 고객
SVC004901,CUST00376,PROD0017,2024-03-26 19:29:00,SNS,상담원2,기술 지원,해결완료,105,매우만족,2024-01-13 22:12:00,영구차단 고객
SVC004902,CUST00891,PROD0039,2024-03-29 19:20:00,SNS,상담원11,프로모션 문의,해결완료,109,만족,,
SVC004903,CUST00447,PROD0023,2024-03-13 11:03:00,이메일,상담원3,결제 오류,대기중,105,불만족,,영구차단 고객
SVC004904,CUST00835,PROD0032,2024-05-12 18:07:00,이메일,상담원17,반품/교환,해결완료,75,만족,2024-06-18 14:58:00,
SVC004905,CUST00106,PROD0015,2024-04-22 15:27:00,전화,상담원10,반품/교환,해결완료,22,보통,2024-05-23 10:39:00,영구차단 고객
SVC004906,CUST00651,PROD0013,2024-05-11 01:42:00,SNS,상담원3,제품 문의,해결완료,54,보통,2024-02-02 08:51:00,긴급 처리
SVC004907,CUST00811,PROD0002,2024-05-20 23:47:00,SNS,상담원3,결제 오류,해결완료,24,만족,,재문의 필요
SVC004908,CUST00401,PROD0019,2024-05-24 16:04:00,이메일,상담원7,계정 문제,해결완료,60,보통,2024-02-01 04:39:00,
SVC004909,CUST00096,PROD0024,2024-02-09 12:21:00,라이브채팅,상담원2,반품/교환,대기중,6,만족,2024-03-16 10:11:00,긴급 처리
SVC004910,CUST00388,PROD0045,2024-06-18 22:28:00,전화,상담원1,프로모션 문의,진행중,30,만족,2024-01-12 10:43:00,
SVC004911,CUST00959,PROD0024,2024-06-11 08:09:00,SNS,상담원7,반품/교환,해결완료,27,보통,2024-06-13 00:45:00,
SVC004912,CUST00452,PROD0011,2024-02-06 06:05:00,카톡,상담원20,서비스 문의,해결완료,36,매우만족,2024-06-10 16:25:00,
SVC004913,CUST00849,PROD0022,2024-06-06 12:17:00,카톡,상담원11,기술 지원,해결완료,17,매우만족,,영구차단 고객
SVC004914,CUST00809,PROD0015,2024-04-10 07:02:00,라이브채팅,상담원6,가격 정보 문의,진행중,17,보통,2024-03-14 17:01:00,긴급 처리
SVC004915,CUST00979,PROD0010,2024-01-12 09:00:00,이메일,상담원4,반품/교환,해결완료,21,보통,,고객 피드백 있음
SVC004916,CUST00901,PROD0041,2024-02-04 06:26:00,이메일,상담원19,반품/교환,해결완료,93,만족,2024-02-16 08:00:00,
SVC004917,CUST00416,PROD0027,2024-05-25 06:26:00,이메일,상담원19,제품 문의,해결완료,62,보통,2024-04-01 09:56:00,
SVC004918,CUST00726,PROD0009,2024-02-08 13:35:00,카톡,상담원14,프로모션 문의,해결완료,90,만족,2024-04-25 12:44:00,
SVC004919,CUST00504,PROD0028,2024-05-25 08:58:00,이메일,상담원3,제품 문의,대기중,31,불만족,2024-03-28 01:45:00,재문의 필요
SVC004920,CUST00454,PROD0001,2024-02-23 00:04:00,카톡,상담원4,제품 불량,해결완료,21,보통,2024-03-06 02:40:00,고객 피드백 있음
SVC004921,CUST00291,PROD0017,2024-02-11 01:16:00,라이브채팅,상담원8,기술 지원,해결완료,94,만족,2024-05-29 16:21:00,영구차단 고객
SVC004922,CUST00534,PROD0031,2024-05-03 02:14:00,전화,상담원18,프로모션 문의,해결완료,42,만족,2024-06-25 08:13:00,
SVC004923,CUST00193,PROD0044,2024-04-29 05:59:00,SNS,상담원4,제품 문의,미해결,18,보통,,
SVC004924,CUST00980,PROD0010,2024-06-21 15:07:00,라이브채팅,상담원11,결제 오류,대기중,18,불만족,2024-03-25 20:53:00,
SVC004925,CUST00150,PROD0037,2024-01-21 21:29:00,카톡,상담원16,결제 오류,해결완료,16,매우만족,2024-02-04 07:32:00,긴급 처리
SVC004926,CUST00880,PROD0029,2024-03-28 19:46:00,라이브채팅,상담원3,반품/교환,해결완료,73,만족,2024-05-15 16:59:00,
SVC004927,CUST00759,PROD0018,2024-04-05 15:16:00,SNS,상담원7,가격 정보 문의,대기중,105,매우만족,2024-04-07 11:27:00,
SVC004928,CUST00779,PROD0047,2024-05-27 17:35:00,전화,상담원2,제품 문의,해결완료,72,매우만족,2024-06-06 19:53:00,재문의 필요
SVC004929,CUST00973,PROD0038,2024-03-25 20:42:00,SNS,상담원1,제품 불량,미해결,59,보통,,긴급 처리
SVC004930,CUST00763,PROD0039,2024-03-24 16:09:00,카톡,상담원1,제품 문의,해결완료,67,매우만족,,
SVC004931,CUST00515,PROD0049,2024-06-19 21:53:00,SNS,상담원6,제품 문의,해결완료,33,보통,2024-01-14 13:41:00,긴급 처리
SVC004932,CUST00393,PROD0006,2024-05-30 16:43:00,라이브채팅,상담원19,서비스 문의,진행중,93,매우불만족,,재문의 필요
SVC004933,CUST00316,PROD0040,2024-03-12 19:49:00,이메일,상담원7,가격 정보 문의,진행중,49,매우불만족,2024-05-31 00:56:00,재문의 필요
SVC004934,CUST00076,PROD0012,2024-03-03 07:52:00,라이브채팅,상담원5,제품 문의,미해결,8,매우만족,,긴급 처리
SVC004935,CUST00599,PROD0014,2024-01-06 13:30:00,카톡,상담원18,배송 지연,대기중,118,보통,,고객 피드백 있음
SVC004936,CUST00270,PROD0044,2024-03-10 10:32:00,전화,상담원13,배송 지연,해결완료,20,매우불만족,2024-02-19 17:24:00,긴급 처리
SVC004937,CUST00225,PROD0010,2024-03-17 15:46:00,SNS,상담원1,반품/교환,진행중,118,매우만족,,재문의 필요
SVC004938,CUST00530,PROD0020,2024-04-13 01:37:00,전화,상담원10,제품 불량,대기중,70,만족,,긴급 처리
SVC004939,CUST00113,PROD0015,2024-03-17 08:06:00,카톡,상담원9,가격 정보 문의,진행중,27,매우불만족,2024-03-11 21:48:00,
SVC004940,CUST00251,PROD0031,2024-02-07 17:14:00,SNS,상담원17,제품 불량,해결완료,72,매우만족,2024-01-21 18:39:00,영구차단 고객
SVC004941,CUST00233,PROD0007,2024-02-26 07:29:00,라이브채팅,상담원1,결제 오류,해결완료,24,매우불만족,,재문의 필요
SVC004942,CUST00841,PROD0041,2024-02-09 03:44:00,라이브채팅,상담원1,프로모션 문의,해결완료,21,만족,2024-02-23 10:07:00,
SVC004943,CUST00791,PROD0010,2024-05-18 16:23:00,카톡,상담원7,가격 정보 문의,대기중,56,매우만족,2024-03-06 16:37:00,
SVC004944,CUST00714,PROD0010,2024-04-15 23:25:00,SNS,상담원4,서비스 문의,해결완료,10,만족,2024-03-23 23:15:00,긴급 처리
SVC004945,CUST00083,PROD0048,2024-04-17 18:21:00,라이브채팅,상담원12,가격 정보 문의,해결완료,86,만족,2024-05-25 09:19:00,긴급 처리
SVC004946,CUST00125,PROD0039,2024-03-17 02:15:00,카톡,상담원16,제품 문의,대기중,88,매우만족,,긴급 처리
SVC004947,CUST00175,PROD0028,2024-02-11 19:30:00,카톡,상담원14,기술 지원,해결완료,43,만족,2024-02-01 08:29:00,
SVC004948,CUST00069,PROD0030,2024-06-18 02:49:00,전화,상담원10,서비스 문의,진행중,113,만족,2024-01-13 11:14:00,고객 피드백 있음
SVC004949,CUST00047,PROD0037,2024-03-21 01:27:00,라이브채팅,상담원14,반품/교환,대기중,109,만족,2024-02-02 17:15:00,영구차단 고객
SVC004950,CUST00884,PROD0003,2024-04-13 13:09:00,SNS,상담원7,제품 불량,해결완료,38,매우만족,2024-01-24 23:26:00,
SVC004951,CUST00256,PROD0050,2024-04-16 15:01:00,라이브채팅,상담원4,배송 지연,해결완료,108,불만족,2024-06-12 01:52:00,재문의 필요
SVC004952,CUST00727,PROD0043,2024-03-26 11:07:00,라이브채팅,상담원2,서비스 문의,해결완료,114,만족,2024-02-26 04:42:00,영구차단 고객
SVC004953,CUST00030,PROD0015,2024-03-19 07:31:00,라이브채팅,상담원18,반품/교환,대기중,58,불만족,2024-05-06 00:51:00,재문의 필요
SVC004954,CUST00281,PROD0021,2024-05-05 12:37:00,카톡,상담원16,결제 오류,진행중,92,불만족,2024-05-10 16:25:00,
SVC004955,CUST00924,PROD0037,2024-02-24 12:27:00,이메일,상담원9,가격 정보 문의,해결완료,86,만족,2024-05-15 23:49:00,고객 피드백 있음
SVC004956,CUST00994,PROD0012,2024-03-01 09:15:00,이메일,상담원5,가격 정보 문의,해결완료,98,매우만족,2024-03-25 12:44:00,
SVC004957,CUST00237,PROD0004,2024-06-05 05:21:00,전화,상담원9,배송 지연,대기중,69,매우불만족,2024-05-31 05:23:00,고객 피드백 있음
SVC004958,CUST00248,PROD0047,2024-02-10 19:20:00,라이브채팅,상담원8,기술 지원,해결완료,91,보통,2024-06-18 17:42:00,
SVC004959,CUST00368,PROD0009,2024-05-31 12:54:00,이메일,상담원20,제품 불량,대기중,33,매우만족,,
SVC004960,CUST00495,PROD0039,2024-01-22 03:05:00,전화,상담원16,프로모션 문의,진행중,45,보통,2024-05-14 05:45:00,
SVC004961,CUST00025,PROD0042,2024-01-22 23:00:00,카톡,상담원20,가격 정보 문의,진행중,109,매우만족,2024-01-01 03:33:00,재문의 필요
SVC004962,CUST00586,PROD0028,2024-02-08 17:27:00,라이브채팅,상담원18,프로모션 문의,미해결,67,매우만족,,
SVC004963,CUST00718,PROD0023,2024-05-06 02:59:00,SNS,상담원4,제품 불량,해결완료,36,만족,,고객 피드백 있음
SVC004964,CUST00490,PROD0045,2024-06-27 20:09:00,카톡,상담원16,결제 오류,해결완료,70,매우만족,,
SVC004965,CUST00494,PROD0040,2024-01-14 00:30:00,전화,상담원4,결제 오류,진행중,116,매우불만족,2024-05-10 16:21:00,고객 피드백 있음
SVC004966,CUST00314,PROD0044,2024-02-15 01:08:00,카톡,상담원6,프로모션 문의,해결완료,104,불만족,2024-03-17 21:53:00,영구차단 고객
SVC004967,CUST00606,PROD0022,2024-03-15 11:43:00,SNS,상담원3,배송 지연,진행중,49,보통,2024-04-14 20:31:00,재문의 필요
SVC004968,CUST00375,PROD0024,2024-06-24 22:22:00,카톡,상담원18,프로모션 문의,미해결,21,매우만족,2024-06-05 12:17:00,
SVC004969,CUST00639,PROD0026,2024-06-19 18:05:00,전화,상담원15,제품 문의,대기중,47,만족,2024-05-21 07:30:00,영구차단 고객
SVC004970,CUST00937,PROD0030,2024-01-11 05:57:00,SNS,상담원8,반품/교환,진행중,70,만족,2024-03-12 18:20:00,고객 피드백 있음
